-76,-67,-80,379
-79,-76,-84,119
-76,-70,-80,380
-79,-76,-77,120
-76,-70,-84,381
-89,-73,-79,3400
-75,-76,-77,121
-75,-70,-84,382
-89,-72,-79,3401
-75,-71,-77,122
-75,-72,-84,383
-89,-72,-79,3402
-75,-71,-79,123
-75,-72,-77,384
-74,-72,-79,3403
-74,-71,-79,124
-82,-72,-77,385
-74,-77,-79,3404
-74,-77,-79,125
-82,-77,-77,386
-74,-77,-75,3405
-74,-77,-88,126
-82,-77,-76,387
-88,-77,-75,3406
-88,-77,-88,127
-79,-77,-76,388
-88,-74,-75,3407
-88,-76,-88,128
-88,-74,-76,3408
-88,-76,-79,129
-79,-74,-76,3409
-79,-87,-76,389
-77,-76,-79,130
-79,-73,-76,3410
-77,-71,-79,131
-79,-87,-71,390
-79,-73,-75,3411
-79,-87,-71,391
-77,-71,-79,132
-92,-73,-75,3412
-79,-87,-71,392
-73,-71,-79,133
-92,-74,-75,3413
-79,-87,-75,393
-73,-72,-79,134
-73,-72,-75,135
-73,-87,-75,394
-92,-74,-84,3414
-77,-74,-84,3415
-73,-82,-75,395
-76,-72,-75,136
-77,-73,-84,3416
-73,-82,-78,396
-76,-75,-75,137
-77,-73,-86,3417
-74,-82,-78,397
-76,-75,-82,138
-79,-75,-82,139
-74,-81,-78,398
-74,-73,-86,3418
-74,-81,-78,399
-79,-75,-82,140
-74,-76,-86,3419
-74,-81,-78,400
-79,-75,-82,141
-74,-76,-74,3420
-74,-81,-78,401
-79,-75,-82,142
-78,-76,-74,3421
-74,-81,-84,402
-78,-77,-74,3422
-74,-81,-84,403
-79,-77,-82,143
-78,-77,-79,3423
-74,-71,-84,404
-79,-77,-79,144
-73,-77,-79,3424
-74,-71,-81,405
-77,-77,-79,145
-75,-71,-81,406
-73,-75,-79,3425
-77,-75,-79,146
-75,-71,-81,407
-77,-75,-79,147
-73,-75,-79,3426
-75,-71,-81,408
-73,-75,-79,3427
-72,-75,-79,148
-70,-71,-81,409
-73,-74,-79,3428
-72,-74,-79,149
-70,-69,-81,410
-73,-74,-78,3429
-72,-74,-78,150
-70,-69,-87,411
-72,-74,-78,151
-72,-74,-78,3430
-74,-69,-87,412
-72,-74,-78,152
-72,-74,-78,3431
-74,-85,-87,413
-72,-74,-86,3432
-72,-74,-86,153
-74,-85,-77,414
-75,-74,-86,3433
-75,-74,-86,154
-72,-85,-77,415
-75,-77,-86,3434
-75,-77,-86,155
-72,-75,-77,416
-75,-77,-77,3435
-75,-77,-77,156
-72,-75,-78,417
-86,-77,-77,3436
-86,-77,-77,157
-80,-75,-78,418
-86,-75,-77,3437
-86,-75,-77,158
-80,-73,-78,419
-86,-75,-92,3438
-86,-75,-92,159
-80,-73,-79,420
-76,-75,-92,3439
-80,-75,-92,160
-80,-73,-79,421
-76,-71,-92,3440
-80,-71,-92,161
-80,-70,-79,422
-76,-71,-83,3441
-80,-71,-83,162
-71,-71,-83,163
-71,-73,-83,164
-80,-70,-83,423
-78,-71,-83,3442
-71,-73,-75,165
-75,-70,-83,424
-78,-77,-83,3443
-91,-73,-75,166
-78,-77,-81,3444
-75,-95,-83,425
-91,-95,-75,167
-78,-77,-81,3445
-75,-95,-83,426
-91,-95,-82,168
-78,-79,-81,3446
-81,-95,-82,169
-81,-95,-83,427
-78,-79,-69,3447
-81,-79,-83,428
-81,-95,-82,170
-75,-79,-69,3448
-81,-95,-75,171
-81,-79,-75,429
-75,-76,-69,3449
-82,-95,-75,172
-82,-79,-75,430
-75,-76,-77,3450
-82,-72,-75,431
-82,-72,-75,173
-73,-76,-77,3451
-82,-72,-76,432
-82,-72,-75,174
-73,-72,-77,3452
-89,-72,-76,433
-89,-72,-75,175
-73,-72,-76,3453
-89,-74,-76,434
-89,-75,-75,176
-77,-72,-76,3454
-89,-74,-69,435
-89,-75,-69,177
-83,-75,-69,178
-83,-74,-69,436
-77,-70,-76,3455
-83,-75,-69,179
-83,-71,-69,437
-77,-70,-75,3456
-83,-75,-79,180
-83,-71,-79,438
-69,-70,-75,3457
-70,-71,-79,439
-70,-75,-79,181
-69,-68,-75,3458
-70,-74,-79,182
-70,-74,-79,440
-69,-68,-73,3459
-70,-74,-79,183
-70,-74,-79,441
-74,-68,-73,3460
-74,-74,-79,184
-70,-74,-79,442
-74,-74,-73,3461
-74,-68,-79,185
-70,-74,-79,443
-74,-68,-72,186
-70,-74,-79,444
-74,-74,-84,3462
-83,-68,-72,187
-70,-74,-79,445
-92,-74,-84,3463
-83,-75,-72,188
-70,-75,-79,446
-92,-73,-84,3464
-83,-75,-75,189
-70,-75,-75,447
-92,-73,-75,3465
-88,-75,-75,190
-88,-75,-75,448
-75,-73,-75,3466
-88,-68,-75,449
-88,-68,-75,191
-75,-73,-75,3467
-88,-68,-75,192
-88,-68,-85,450
-75,-73,-75,3468
-74,-68,-75,193
-74,-68,-85,451
-75,-73,-75,3469
-74,-69,-75,194
-74,-69,-85,452
-75,-65,-75,3470
-74,-69,-74,195
-80,-69,-74,196
-75,-65,-77,3471
-75,-65,-77,3472
-80,-69,-74,197
-74,-69,-74,453
-80,-69,-74,198
-75,-65,-77,3473
-72,-69,-74,454
-75,-65,-77,3474
-80,-69,-74,199
-72,-64,-74,455
-80,-69,-74,200
-75,-65,-77,3475
-72,-64,-77,456
-75,-65,-77,3476
-80,-69,-74,201
-81,-64,-77,457
-75,-65,-77,3477
-80,-69,-74,202
-81,-59,-77,458
-75,-65,-77,3478
-80,-69,-74,203
-81,-59,-79,459
-75,-65,-77,3479
-80,-69,-74,204
-82,-59,-79,460
-82,-69,-74,205
-75,-65,-78,3480
-82,-53,-79,461
-82,-53,-74,206
-75,-65,-78,3481
-82,-53,-73,462
-82,-53,-88,207
-75,-53,-78,3482
-85,-53,-73,463
-68,-53,-88,208
-75,-53,-79,3483
-85,-57,-73,464
-68,-55,-88,209
-75,-53,-79,3484
-85,-57,-75,465
-75,-53,-79,3485
-68,-55,-88,210
-80,-57,-75,466
-70,-55,-88,211
-80,-57,-75,467
-70,-55,-88,212
-80,-57,-81,468
-75,-53,-79,3486
-70,-55,-88,213
-79,-57,-81,469
-75,-53,-79,3487
-70,-55,-88,214
-79,-57,-81,470
-75,-51,-79,3488
-70,-51,-88,215
-79,-57,-75,471
-75,-51,-79,3489
-73,-51,-79,3490
-70,-51,-83,216
-73,-56,-79,3491
-86,-57,-75,472
-88,-51,-83,217
-73,-56,-79,3492
-86,-57,-75,473
-88,-54,-83,218
-86,-57,-75,474
-73,-56,-79,3493
-86,-57,-75,475
-73,-56,-79,3494
-86,-55,-75,476
-73,-56,-77,3495
-88,-54,-73,219
-86,-55,-73,477
-79,-56,-77,3496
-81,-54,-73,220
-82,-55,-73,478
-79,-55,-77,3497
-79,-55,-81,3498
-81,-59,-73,221
-85,-55,-81,3499
-82,-59,-73,479
-85,-67,-81,3500
-81,-59,-75,222
-82,-59,-74,480
-85,-67,-68,3501
-81,-59,-75,223
-77,-59,-74,481
-77,-63,-74,482
-77,-63,-78,483
-81,-63,-75,224
-74,-67,-68,3502
-78,-63,-78,484
-81,-63,-75,225
-74,-67,-68,3503
-78,-67,-78,485
-69,-63,-75,226
-74,-67,-72,3504
-69,-68,-75,227
-78,-67,-74,486
-81,-67,-72,3505
-81,-68,-72,3506
-81,-68,-70,3507
-78,-67,-74,487
-79,-68,-70,3508
-69,-68,-75,228
-78,-67,-74,488
-79,-78,-70,3509
-69,-68,-75,229
-78,-67,-75,489
-79,-78,-78,3510
-69,-69,-75,230
-73,-67,-75,490
-73,-78,-78,3511
-69,-69,-79,231
-73,-67,-75,491
-73,-70,-78,3512
-71,-69,-79,232
-73,-67,-72,492
-73,-70,-72,3513
-71,-64,-79,233
-76,-67,-72,493
-72,-70,-72,3514
-71,-64,-68,234
-76,-59,-72,494
-77,-64,-68,235
-76,-59,-82,495
-77,-66,-68,236
-72,-63,-72,3515
-70,-59,-82,496
-77,-66,-80,237
-72,-63,-77,3516
-70,-67,-82,497
-80,-66,-80,238
-72,-63,-77,3517
-80,-70,-80,239
-70,-67,-81,498
-72,-72,-77,3518
-76,-67,-81,499
-80,-70,-85,240
-72,-72,-78,3519
-76,-71,-81,500
-92,-70,-85,241
-74,-72,-78,3520
-76,-71,-70,501
-92,-64,-85,242
-74,-74,-78,3521
-83,-71,-70,502
-92,-64,-77,243
-74,-74,-71,3522
-83,-63,-70,503
-83,-63,-70,504
-79,-74,-71,3523
-79,-64,-77,244
-83,-63,-70,505
-79,-72,-71,3524
-79,-67,-77,245
-79,-72,-69,3525
-83,-70,-70,506
-79,-67,-69,246
-79,-72,-69,3526
-83,-70,-70,507
-86,-67,-69,247
-79,-72,-69,3527
-83,-70,-70,508
-86,-69,-69,248
-79,-72,-74,3528
-83,-76,-70,509
-86,-69,-74,249
-86,-69,-74,250
-86,-68,-74,251
-89,-72,-74,3529
-83,-76,-74,510
-86,-68,-73,252
-89,-68,-74,3530
-74,-76,-74,511
-92,-68,-73,253
-89,-68,-84,3531
-74,-79,-74,512
-82,-68,-84,3532
-74,-79,-72,513
-82,-75,-84,3533
-79,-79,-72,514
-92,-82,-73,254
-82,-75,-76,3534
-79,-72,-72,515
-92,-82,-83,255
-78,-75,-76,3535
-87,-82,-83,256
-79,-72,-89,516
-78,-92,-76,3536
-87,-82,-83,257
-79,-72,-89,517
-78,-92,-76,3537
-87,-82,-70,258
-79,-67,-89,518
-80,-92,-76,3538
-79,-67,-69,519
-80,-67,-76,3539
-76,-82,-70,259
-72,-67,-69,520
-76,-76,-70,260
-80,-67,-79,3540
-76,-76,-70,261
-72,-67,-69,521
-86,-67,-79,3541
-76,-76,-70,262
-72,-67,-72,522
-86,-80,-79,3542
-76,-77,-70,263
-83,-67,-72,523
-86,-80,-82,3543
-76,-77,-80,264
-83,-70,-72,524
-77,-80,-82,3544
-72,-77,-80,265
-83,-70,-80,525
-77,-69,-82,3545
-72,-68,-80,266
-75,-70,-80,526
-77,-69,-72,3546
-75,-70,-80,527
-72,-68,-80,267
-72,-69,-72,3547
-75,-70,-73,528
-71,-68,-80,268
-72,-73,-72,3548
-72,-73,-84,3549
-69,-73,-84,3550
-94,-70,-73,529
-71,-76,-80,269
-69,-71,-84,3551
-94,-78,-73,530
-71,-76,-75,270
-69,-71,-83,3552
-94,-78,-78,531
-77,-76,-75,271
-75,-71,-83,3553
-79,-78,-78,532
-77,-73,-75,272
-75,-70,-83,3554
-79,-70,-78,533
-77,-73,-77,273
-75,-70,-77,3555
-79,-70,-74,534
-79,-73,-77,274
-73,-70,-77,3556
-73,-70,-74,535
-79,-73,-77,275
-73,-73,-77,3557
-73,-73,-74,536
-79,-73,-74,276
-73,-73,-70,3558
-73,-73,-76,537
-68,-73,-74,277
-68,-73,-70,3559
-68,-73,-76,538
-68,-69,-74,278
-68,-59,-70,3560
-68,-65,-76,539
-68,-69,-80,279
-68,-59,-80,3561
-68,-65,-74,540
-83,-69,-80,280
-75,-59,-80,3562
-82,-65,-74,541
-83,-63,-80,281
-75,-63,-80,3563
-75,-63,-76,3564
-91,-63,-76,3565
-82,-64,-74,542
-83,-63,-70,282
-91,-70,-76,3566
-82,-64,-75,543
-91,-63,-70,283
-91,-70,-72,3567
-71,-64,-75,544
-91,-67,-70,284
-79,-70,-72,3568
-71,-82,-75,545
-91,-67,-75,285
-79,-76,-72,3569
-71,-82,-80,546
-74,-67,-75,286
-79,-76,-75,3570
-77,-82,-80,547
-74,-66,-75,287
-79,-76,-75,3571
-77,-69,-80,548
-74,-66,-86,288
-75,-66,-86,289
-79,-64,-75,3572
-77,-69,-74,549
-75,-68,-86,290
-79,-64,-78,3573
-82,-69,-74,550
-75,-68,-78,291
-70,-64,-78,3574
-82,-69,-74,551
-75,-68,-78,292
-70,-73,-78,3575
-82,-69,-82,552
-75,-73,-78,293
-78,-69,-82,553
-75,-73,-78,294
-78,-67,-82,554
-80,-73,-78,295
-70,-73,-75,3576
-78,-67,-82,555
-80,-73,-78,296
-72,-73,-75,3577
-78,-67,-82,556
-80,-73,-78,297
-72,-67,-75,3578
-80,-73,-78,298
-78,-67,-82,557
-72,-67,-72,3579
-78,-67,-82,558
-80,-70,-78,299
-78,-67,-72,3580
-80,-70,-81,300
-75,-67,-82,559
-78,-69,-72,3581
-77,-70,-81,301
-75,-70,-82,560
-78,-69,-79,3582
-77,-66,-81,302
-75,-70,-80,561
-74,-69,-79,3583
-74,-70,-80,562
-74,-67,-79,3584
-74,-74,-80,563
-74,-67,-69,3585
-77,-66,-74,303
-73,-67,-69,3586
-74,-74,-76,564
-86,-66,-74,304
-73,-74,-76,565
-73,-79,-69,3587
-86,-79,-74,305
-73,-77,-76,566
-73,-79,-74,3588
-86,-79,-75,306
-73,-77,-67,567
-81,-79,-74,3589
-81,-79,-75,307
-80,-77,-67,568
-81,-70,-74,3590
-81,-65,-75,308
-81,-65,-71,309
-80,-81,-67,569
-81,-70,-66,3591
-80,-81,-79,570
-72,-70,-66,3592
-71,-65,-71,310
-71,-81,-79,571
-72,-80,-66,3593
-71,-65,-71,311
-71,-72,-79,572
-72,-80,-80,3594
-71,-65,-82,312
-71,-72,-69,573
-78,-80,-80,3595
-78,-65,-82,313
-76,-72,-69,574
-78,-66,-80,3596
-78,-66,-82,314
-76,-79,-69,575
-78,-66,-71,3597
-76,-79,-72,576
-74,-66,-71,3598
-75,-79,-72,577
-74,-69,-71,3599
-78,-66,-74,315
-75,-67,-72,578
-74,-69,-74,3600
-78,-66,-74,316
-75,-67,-68,579
-80,-69,-74,3601
-78,-71,-74,317
-76,-67,-68,580
-78,-71,-81,318
-76,-67,-68,581
-83,-71,-81,319
-80,-67,-74,3602
-76,-67,-72,582
-80,-67,-70,3603
-83,-73,-81,320
-86,-67,-72,583
-81,-67,-70,3604
-83,-73,-72,321
-86,-72,-72,584
-86,-73,-72,322
-81,-71,-70,3605
-86,-72,-69,585
-86,-73,-72,323
-81,-71,-76,3606
-76,-72,-69,586
-86,-73,-70,324
-80,-71,-76,3607
-80,-73,-70,325
-80,-68,-76,3608
-80,-75,-70,326
-80,-68,-64,3609
-76,-69,-69,587
-80,-75,-71,327
-79,-68,-64,3610
-76,-69,-69,588
-79,-75,-71,328
-79,-73,-64,3611
-73,-69,-69,589
-79,-70,-71,329
-79,-73,-64,3612
-73,-78,-69,590
-79,-70,-72,330
-78,-73,-64,3613
-73,-78,-69,591
-74,-70,-72,331
-78,-70,-64,3614
-78,-78,-69,592
-74,-75,-72,332
-78,-70,-76,3615
-78,-75,-69,593
-74,-75,-75,333
-75,-70,-76,3616
-75,-79,-76,3617
-71,-75,-75,334
-71,-74,-75,335
-75,-79,-72,3618
-78,-75,-62,594
-71,-74,-66,336
-83,-79,-72,3619
-74,-75,-62,595
-83,-71,-72,3620
-71,-74,-66,337
-74,-71,-62,596
-71,-76,-66,338
-83,-71,-69,3621
-74,-71,-69,597
-71,-76,-69,339
-84,-71,-69,3622
-69,-76,-69,340
-84,-81,-69,3623
-71,-71,-69,598
-84,-81,-69,3624
-69,-76,-69,341
-71,-81,-69,599
-84,-81,-69,3625
-69,-76,-69,342
-71,-81,-68,600
-84,-70,-69,3626
-83,-76,-69,343
-76,-81,-68,601
-84,-70,-63,3627
-83,-80,-69,344
-76,-74,-68,602
-71,-70,-63,3628
-83,-80,-66,345
-76,-74,-65,603
-71,-71,-63,3629
-69,-80,-66,346
-74,-74,-65,604
-69,-77,-66,347
-71,-71,-59,3630
-74,-77,-65,605
-69,-77,-66,348
-71,-71,-59,3631
-74,-77,-58,606
-69,-77,-66,349
-71,-71,-59,3632
-78,-77,-58,607
-69,-77,-66,350
-71,-71,-59,3633
-78,-69,-58,608
-78,-69,-54,609
-69,-77,-54,351
-80,-71,-59,3634
-72,-69,-54,610
-85,-77,-54,352
-80,-69,-59,3635
-72,-74,-54,611
-80,-69,-49,3636
-72,-74,-49,612
-80,-69,-49,3637
-80,-74,-49,613
-85,-94,-54,353
-80,-72,-49,3638
-80,-72,-49,614
-85,-94,-54,354
-80,-72,-45,3639
-80,-72,-45,615
-75,-94,-54,355
-76,-72,-45,3640
-76,-72,-45,616
-75,-73,-54,356
-76,-72,-45,3641
-76,-72,-45,617
-75,-73,-46,357
-76,-72,-46,3642
-76,-72,-45,618
-71,-73,-46,358
-80,-72,-46,3643
-80,-72,-45,619
-71,-81,-46,359
-80,-72,-45,620
-71,-81,-48,360
-80,-72,-47,621
-69,-81,-48,361
-80,-72,-46,3644
-90,-72,-47,622
-69,-81,-48,362
-80,-72,-47,3645
-90,-77,-47,623
-69,-81,-51,363
-85,-72,-47,3646
-90,-77,-52,624
-75,-81,-51,364
-85,-76,-47,3647
-75,-67,-51,365
-67,-77,-52,625
-85,-76,-51,3648
-67,-67,-52,626
-75,-67,-53,366
-70,-76,-51,3649
-67,-67,-53,627
-75,-67,-53,367
-70,-80,-51,3650
-70,-67,-53,628
-75,-68,-53,368
-70,-86,-53,629
-75,-68,-55,369
-70,-86,-55,630
-76,-68,-55,370
-70,-80,-55,3651
-70,-86,-55,631
-76,-79,-55,371
-75,-80,-55,3652
-70,-75,-55,632
-76,-79,-50,372
-75,-71,-55,3653
-70,-75,-50,633
-76,-79,-50,373
-75,-71,-50,3654
-72,-75,-50,634
-76,-69,-50,374
-72,-71,-50,3655
-72,-79,-50,635
-76,-69,-54,375
-72,-74,-50,3656
-72,-79,-60,636
-82,-69,-54,376
-72,-74,-69,3657
-82,-79,-60,637
-82,-79,-54,377
-76,-74,-69,3658
-82,-76,-60,638
-82,-79,-61,378
-76,-69,-69,3659
-82,-76,-55,639
-67,-79,-61,379
-76,-69,-53,3660
-78,-76,-55,640
-67,-69,-61,380
-68,-69,-53,3661
-78,-69,-55,641
-67,-69,-48,381
-68,-73,-53,3662
-78,-69,-50,642
-64,-69,-48,382
-68,-73,-52,3663
-73,-69,-50,643
-64,-73,-48,383
-64,-73,-52,3664
-73,-73,-50,644
-64,-73,-50,384
-64,-70,-52,3665
-73,-73,-52,645
-69,-73,-50,385
-66,-73,-52,646
-64,-70,-53,3666
-69,-91,-50,386
-66,-73,-52,647
-64,-70,-53,3667
-69,-91,-60,387
-66,-73,-67,648
-64,-67,-53,3668
-70,-73,-67,649
-64,-67,-64,3669
-70,-70,-67,650
-73,-91,-60,388
-64,-67,-64,3670
-70,-70,-58,651
-73,-70,-60,389
-64,-72,-64,3671
-71,-70,-58,652
-73,-70,-55,390
-64,-72,-55,3672
-71,-69,-58,653
-69,-70,-55,391
-67,-72,-55,3673
-71,-69,-57,654
-69,-68,-55,392
-67,-68,-55,3674
-73,-69,-57,655
-69,-68,-56,393
-67,-68,-56,3675
-77,-68,-56,394
-73,-74,-57,656
-67,-68,-56,3676
-73,-74,-68,657
-77,-85,-56,395
-67,-75,-56,3677
-71,-74,-68,658
-77,-85,-63,396
-67,-75,-59,3678
-71,-80,-68,659
-71,-85,-63,397
-67,-75,-59,3679
-67,-74,-59,3680
