-77,-76,-79,1795
-77,-77,-79,1796
-77,-77,-78,1797
-81,-77,-78,1798
-81,-76,-78,1799
-81,-76,-77,1800
-71,-76,-77,1801
-71,-74,-77,1802
-71,-74,-78,1803
-77,-74,-78,1804
-77,-73,-78,1805
-77,-73,-75,1806
-76,-73,-75,1807
-76,-76,-75,1808
-76,-76,-76,1809
-80,-76,-76,1810
-80,-76,-76,1811
-80,-76,-76,1812
-70,-76,-76,1813
-70,-77,-76,1814
-70,-77,-77,1815
-75,-77,-77,1816
-75,-72,-77,1817
-75,-72,-75,1818
-77,-72,-75,1819
-77,-79,-75,1820
-77,-79,-75,1821
-71,-79,-75,1822
-71,-75,-75,1823
-71,-75,-79,1824
-73,-75,-79,1825
-73,-73,-79,1826
-73,-73,-76,1827
-70,-73,-76,1828
-70,-74,-76,1829
-70,-74,-74,1830
-70,-74,-74,1831
-70,-76,-74,1832
-70,-76,-76,1833
-70,-76,-76,1834
-70,-78,-76,1835
-70,-78,-77,1836
-78,-78,-77,1837
-78,-77,-77,1838
-78,-77,-76,1839
-69,-77,-76,1840
-69,-78,-76,1841
-69,-78,-79,1842
-74,-78,-79,1843
-74,-72,-79,1844
-74,-72,-74,1845
-75,-72,-74,1846
-75,-79,-74,1847
-75,-79,-76,1848
-72,-79,-76,1849
-72,-74,-76,1850
-72,-74,-79,1851
-79,-74,-79,1852
-79,-78,-79,1853
-79,-78,-79,1854
-89,-78,-79,1855
-89,-76,-79,1856
-89,-76,-81,1857
-74,-76,-81,1858
-74,-77,-81,1859
-74,-77,-74,1860
-72,-77,-74,1861
-72,-75,-74,1862
-72,-75,-74,1863
-83,-75,-74,1864
-83,-80,-74,1865
-83,-80,-73,1866
-75,-80,-73,1867
-75,-73,-73,1868
-75,-73,-77,1869
-73,-73,-77,1870
-73,-79,-77,1871
-73,-79,-75,1872
-69,-79,-75,1873
-69,-78,-75,1874
-69,-78,-79,1875
-72,-78,-79,1876
-72,-81,-79,1877
-72,-81,-78,1878
-76,-81,-78,1879
-76,-88,-78,1880
-76,-88,-73,1881
-75,-88,-73,1882
-75,-75,-73,1883
-75,-75,-79,1884
-79,-75,-79,1885
-79,-72,-79,1886
-79,-72,-74,1887
-76,-72,-74,1888
-76,-74,-74,1889
-76,-74,-77,1890
-76,-74,-77,1891
-76,-77,-77,1892
-76,-77,-74,1893
-70,-77,-74,1894
-70,-78,-74,1895
-70,-78,-77,1896
-77,-78,-77,1897
-77,-78,-77,1898
-77,-78,-74,1899
